source_id,number,ocel timestamp,ocel activity,weight,price,weight_y,price_y
5823.0, '990271',2019-08-26 10:00:48,failed delivery,,,4.158,2376.97
5823.0, '990510'],2019-08-26 10:00:48,failed delivery,,,4.158,2376.97
5824.0,['990523'],2019-08-26 10:11:14,pick item,,,0.483,79.99
5825.0,['990554'],2019-08-26 10:14:16,pick item,,,0.98,129.99
5826.0,['990566'],2019-08-26 10:18:55,item out of stock,,,0.98,129.99
5827.0,['990569'],2019-08-26 10:27:01,place order,,,3.333,2784.98
5828.0,['990567'],2019-08-26 10:33:27,pick item,,,0.28,449.0
5829.0,['990526'],2019-08-26 10:46:08,pick item,,,1.25,2200.0
5830.0,['990544'],2019-08-26 11:29:05,pick item,,,0.78,99.99
5831.0,['990556'],2019-08-26 11:36:25,reorder item,,,0.483,79.99
5832.0,['990558'],2019-08-26 11:39:56,pick item,,,0.88,89.99
5833.0,['990521'],2019-08-26 11:40:24,pick item,,,0.44,476.0
5834.0,['990546'],2019-08-26 11:57:37,pick item,,,0.172,699.0
5835.0,['990479',2019-08-26 12:00:17,package delivered,,,3.26,5215.99
5835.0, '990511'],2019-08-26 12:00:17,package delivered,,,3.26,5215.99
5836.0,['990541'],2019-08-26 12:05:59,pick item,,,0.172,699.0
5837.0,['990570'],2019-08-26 12:13:49,place order,,,0.446,1253.0
5838.0,['990555'],2019-08-26 12:14:35,pick item,,,0.166,799.0
5839.0,['990500',2019-08-26 12:15:25,send package,,,2.246,3006.98
5839.0, '990548',2019-08-26 12:15:25,send package,,,2.246,3006.98
5839.0, '990527',2019-08-26 12:15:25,send package,,,2.246,3006.98
5839.0, '990448'],2019-08-26 12:15:25,send package,,,2.246,3006.98
5840.0,['990558'],2019-08-26 12:19:32,pick item,,,1.28,149.99
5841.0,['990552'],2019-08-26 12:31:50,pick item,,,0.88,89.99
5842.0,['990566'],2019-08-26 12:37:51,pick item,,,1.48,199.99
5843.0,['990515',2019-08-26 12:37:51,create package,,,2.369,2279.97
5843.0, '990522',2019-08-26 12:37:51,create package,,,2.369,2279.97
5843.0, '990540',2019-08-26 12:37:51,create package,,,2.369,2279.97
5843.0, '990453'],2019-08-26 12:37:51,create package,,,2.369,2279.97
5844.0,['990563'],2019-08-26 12:55:28,pick item,,,0.21,529.0
5845.0,['990523'],2019-08-26 13:06:24,pick item,,,0.495,129.0
5846.0,['990564'],2019-08-26 13:08:48,confirm order,,,3.573,4967.99
5847.0,['990561'],2019-08-26 13:14:29,pick item,,,0.483,495.0
5848.0,['990571'],2019-08-26 13:47:26,place order,,,2.009,1972.99
5849.0,['990543',2019-08-26 13:59:18,package delivered,,,1.536,3339.99
5849.0, '990487',2019-08-26 13:59:18,package delivered,,,1.536,3339.99
5849.0, '990420',2019-08-26 13:59:18,package delivered,,,1.536,3339.99
5849.0, '990553'],2019-08-26 13:59:18,package delivered,,,1.536,3339.99
5850.0,['990477'],2019-08-26 14:00:44,pay order,,,2.403,2946.99
5851.0,['990545',2019-08-26 14:15:00,send package,,,7.8610000000000015,5734.89
5851.0, '990537',2019-08-26 14:15:00,send package,,,7.8610000000000015,5734.89
5851.0, '990533',2019-08-26 14:15:00,send package,,,7.8610000000000015,5734.89
5851.0, '990521',2019-08-26 14:15:00,send package,,,7.8610000000000015,5734.89
5851.0, '990516',2019-08-26 14:15:00,send package,,,7.8610000000000015,5734.89
5851.0, '990544',2019-08-26 14:15:00,send package,,,7.8610000000000015,5734.89
5851.0, '990534',2019-08-26 14:15:00,send package,,,7.8610000000000015,5734.89
5851.0, '990546'],2019-08-26 14:15:00,send package,,,7.8610000000000015,5734.89
5852.0,['990563'],2019-08-26 14:20:07,pick item,,,0.44,476.0
5853.0,['990504',2019-08-26 14:29:48,failed delivery,,,2.806,3937.98
5853.0, '990501',2019-08-26 14:29:48,failed delivery,,,2.806,3937.98
5853.0, '990471',2019-08-26 14:29:48,failed delivery,,,2.806,3937.98
5853.0, '990512'],2019-08-26 14:29:48,failed delivery,,,2.806,3937.98
5854.0,['990548'],2019-08-26 14:57:40,pick item,,,0.495,129.0
5855.0,['990388'],2019-08-26 15:00:09,pick item,,,0.172,699.0
5856.0,['990503',2019-08-26 15:00:09,create package,,,3.12,2490.98
5856.0, '990525',2019-08-26 15:00:09,create package,,,3.12,2490.98
5856.0, '990388',2019-08-26 15:00:09,create package,,,3.12,2490.98
5856.0, '990567',2019-08-26 15:00:09,create package,,,3.12,2490.98
5856.0, '990509'],2019-08-26 15:00:09,create package,,,3.12,2490.98
5857.0,['990556'],2019-08-26 15:11:15,pick item,,,0.483,79.99
5858.0,['990564'],2019-08-26 15:22:05,pick item,,,0.44,476.0
5859.0,['990531',2019-08-26 15:28:24,send package,,,3.011,3557.99
5859.0, '990491',2019-08-26 15:28:24,send package,,,3.011,3557.99
5859.0, '990555'],2019-08-26 15:28:24,send package,,,3.011,3557.99
5860.0,['990465',2019-08-26 15:44:55,send package,,,1.824,1597.99
5860.0, '990517',2019-08-26 15:44:55,send package,,,1.824,1597.99
5860.0, '990542'],2019-08-26 15:44:55,send package,,,1.824,1597.99
5861.0,['990422',2019-08-26 15:52:00,package delivered,,,4.158,2376.97
5861.0, '990507',2019-08-26 15:52:00,package delivered,,,4.158,2376.97
5861.0, '990271',2019-08-26 15:52:00,package delivered,,,4.158,2376.97
5861.0, '990510'],2019-08-26 15:52:00,package delivered,,,4.158,2376.97
5862.0,['990340'],2019-08-26 15:54:16,payment reminder,,,3.06,3233.99
5863.0,['990572'],2019-08-26 15:54:39,place order,,,4.13,2651.96
5864.0,['990548'],2019-08-26 15:54:48,item out of stock,,,0.483,495.0
5865.0,['990561'],2019-08-26 16:11:11,pick item,,,0.172,699.0
5866.0,['990515'],2019-08-26 16:11:17,pick item,,,0.172,699.0
5867.0,['990405'],2019-08-26 16:13:57,pick item,,,0.483,79.99
5868.0,['990559'],2019-08-26 16:19:10,item out of stock,,,0.28,449.0
5869.0,['990454'],2019-08-26 16:30:23,payment reminder,,,2.531,2482.98
5870.0,['990556'],2019-08-26 16:39:33,confirm order,,,2.127,2012.96
5871.0,['990536'],2019-08-26 16:49:55,pay order,,,2.04,224.97
5872.0,['990508'],2019-08-26 16:51:46,pick item,,,1.28,149.99
5873.0,['990492',2019-08-26 16:55:49,package delivered,,,4.4910000000000005,3383.97
5873.0, '990541',2019-08-26 16:55:49,package delivered,,,4.4910000000000005,3383.97
5873.0, '990528'],2019-08-26 16:55:49,package delivered,,,4.4910000000000005,3383.97
5874.0,['990448'],2019-08-26 16:58:14,pay order,,,2.053,3783.0
5875.0,['990565'],2019-08-26 16:58:52,pick item,,,0.28,89.99
5876.0,['990353',2019-08-26 16:58:52,create package,,,5.596,2446.95
5876.0, '990463',2019-08-26 16:58:52,create package,,,5.596,2446.95
5876.0, '990493',2019-08-26 16:58:52,create package,,,5.596,2446.95
5876.0, '990548',2019-08-26 16:58:52,create package,,,5.596,2446.95
5876.0, '990459',2019-08-26 16:58:52,create package,,,5.596,2446.95
5876.0, '990500'],2019-08-26 16:58:52,create package,,,5.596,2446.95
5877.0,['990515',2019-08-26 17:07:54,package delivered,,,8.517999999999999,4248.93
5877.0, '990522',2019-08-26 17:07:54,package delivered,,,8.517999999999999,4248.93
5877.0, '990514',2019-08-26 17:07:54,package delivered,,,8.517999999999999,4248.93
5877.0, '990458',2019-08-26 17:07:54,package delivered,,,8.517999999999999,4248.93
5877.0, '990475',2019-08-26 17:07:54,package delivered,,,8.517999999999999,4248.93
5877.0, '990540'],2019-08-26 17:07:54,package delivered,,,8.517999999999999,4248.93
5878.0,['990401',2019-08-26 17:14:13,send package,,,3.89,2529.96
5878.0, '990526',2019-08-26 17:14:13,send package,,,3.89,2529.96
5878.0, '990450'],2019-08-26 17:14:13,send package,,,3.89,2529.96
5879.0,['990515',2019-08-26 17:15:19,send package,,,2.369,2279.97
5879.0, '990522',2019-08-26 17:15:19,send package,,,2.369,2279.97
5879.0, '990540',2019-08-26 17:15:19,send package,,,2.369,2279.97
5879.0, '990453'],2019-08-26 17:15:19,send package,,,2.369,2279.97
5880.0,['990545'],2019-08-26 17:40:24,confirm order,,,0.483,84.99
5881.0,['990573'],2019-08-26 18:09:05,place order,,,4.359,4581.98
5882.0,['990454'],2019-08-26 18:12:47,pick item,,,0.38,29.99
5883.0,['990572'],2019-08-26 19:49:04,confirm order,,,4.13,2651.96
5884.0,['990574'],2019-08-26 20:06:50,place order,,,2.95,5534.0
5885.0,['990554'],2019-08-26 21:23:28,pick item,,,0.98,129.99
5886.0,['990544'],2019-08-26 21:33:11,confirm order,,,3.059,4232.98
5887.0,['990541'],2019-08-26 22:03:57,pick item,,,0.166,799.0
5888.0,['990523'],2019-08-26 22:28:27,pick item,,,0.2,39.99
5889.0,['990575'],2019-08-26 22:53:15,place order,,,3.781,3653.97
5890.0,['990366'],2019-08-27 08:28:34,pick item,,,0.166,799.0
5891.0,['990575'],2019-08-27 08:55:28,pick item,,,0.98,129.99
5892.0,['990570'],2019-08-27 08:57:38,item out of stock,,,0.28,449.0
5893.0,['990551'],2019-08-27 09:10:01,pay order,,,0.483,1104.0
5894.0,['990486',2019-08-27 09:12:50,send package,,,4.685,2668.97
5894.0, '990547',2019-08-27 09:12:50,send package,,,4.685,2668.97
5894.0, '990455',2019-08-27 09:12:50,send package,,,4.685,2668.97
5894.0, '990550'],2019-08-27 09:12:50,send package,,,4.685,2668.97
5895.0,['990486',2019-08-27 09:15:58,package delivered,,,4.685,2668.97
5895.0, '990547',2019-08-27 09:15:58,package delivered,,,4.685,2668.97
5895.0, '990455',2019-08-27 09:15:58,package delivered,,,4.685,2668.97
5895.0, '990550'],2019-08-27 09:15:58,package delivered,,,4.685,2668.97
5896.0,['990529'],2019-08-27 09:26:54,pick item,,,0.495,129.0
5897.0,['990569'],2019-08-27 09:27:23,pick item,,,0.483,79.99
5898.0,['990552',2019-08-27 09:27:23,create package,,,3.1910000000000003,2442.97
5898.0, '990563',2019-08-27 09:27:23,create package,,,3.1910000000000003,2442.97
5898.0, '990523'],2019-08-27 09:27:23,create package,,,3.1910000000000003,2442.97
5899.0,['990524',2019-08-27 09:28:05,send package,,,3.069,2147.96
5899.0, '990551',2019-08-27 09:28:05,send package,,,3.069,2147.96
5899.0, '990536',2019-08-27 09:28:05,send package,,,3.069,2147.96
5899.0, '990474'],2019-08-27 09:28:05,send package,,,3.069,2147.96
5900.0,['990544'],2019-08-27 09:33:00,pick item,,,0.483,1099.0
5901.0,['990576'],2019-08-27 09:38:05,place order,,,0.655,1803.0
5902.0,['990561'],2019-08-27 09:42:56,reorder item,,,0.483,495.0
5903.0,['990545',2019-08-27 10:00:11,package delivered,,,7.8610000000000015,5734.89
5903.0, '990537',2019-08-27 10:00:11,package delivered,,,7.8610000000000015,5734.89
5903.0, '990533',2019-08-27 10:00:11,package delivered,,,7.8610000000000015,5734.89
5903.0, '990521',2019-08-27 10:00:11,package delivered,,,7.8610000000000015,5734.89
5903.0, '990516',2019-08-27 10:00:11,package delivered,,,7.8610000000000015,5734.89
5903.0, '990544',2019-08-27 10:00:11,package delivered,,,7.8610000000000015,5734.89
5903.0, '990534',2019-08-27 10:00:11,package delivered,,,7.8610000000000015,5734.89
5903.0, '990546'],2019-08-27 10:00:11,package delivered,,,7.8610000000000015,5734.89
5904.0,['990550'],2019-08-27 10:03:45,pick item,,,0.28,449.0
5905.0,['990539'],2019-08-27 10:08:48,pick item,,,0.38,29.99
5906.0,['990333'],2019-08-27 10:17:47,pick item,,,0.78,99.99
5907.0,['990554'],2019-08-27 10:28:34,pick item,,,0.38,29.99
5908.0,['990567'],2019-08-27 10:31:36,pay order,,,3.114,2417.97
5909.0,['990573'],2019-08-27 10:32:29,pick item,,,0.78,99.99
5910.0,['990571'],2019-08-27 10:38:32,pick item,,,0.28,449.0
5911.0,['990553',2019-08-27 10:38:32,create package,,,7.387,3058.93
5911.0, '990569',2019-08-27 10:38:32,create package,,,7.387,3058.93
5911.0, '990366',2019-08-27 10:38:32,create package,,,7.387,3058.93
5911.0, '990554',2019-08-27 10:38:32,create package,,,7.387,3058.93
5911.0, '990543',2019-08-27 10:38:32,create package,,,7.387,3058.93
5911.0, '990490',2019-08-27 10:38:32,create package,,,7.387,3058.93
5911.0, '990508'],2019-08-27 10:38:32,create package,,,7.387,3058.93
5912.0,['990573'],2019-08-27 10:41:54,confirm order,,,4.359,4581.98
5913.0,['990570'],2019-08-27 10:42:25,confirm order,,,0.446,1253.0
5914.0,['990575'],2019-08-27 10:45:09,confirm order,,,3.781,3653.97
5915.0,['990547'],2019-08-27 10:56:10,pick item,,,0.483,79.99
5916.0,['990524',2019-08-27 11:01:51,package delivered,,,3.069,2147.96
5916.0, '990551',2019-08-27 11:01:51,package delivered,,,3.069,2147.96
5916.0, '990536',2019-08-27 11:01:51,package delivered,,,3.069,2147.96
5916.0, '990474'],2019-08-27 11:01:51,package delivered,,,3.069,2147.96
5917.0,['990566'],2019-08-27 11:05:14,reorder item,,,0.98,129.99
5918.0,['990504',2019-08-27 11:06:06,package delivered,,,2.425,3167.99
5918.0, '990512'],2019-08-27 11:06:06,package delivered,,,2.425,3167.99
5919.0,['990571'],2019-08-27 11:11:15,pick item,,,0.483,79.99
5920.0,['990353',2019-08-27 11:11:21,send package,,,5.596,2446.95
5920.0, '990463',2019-08-27 11:11:21,send package,,,5.596,2446.95
5920.0, '990493',2019-08-27 11:11:21,send package,,,5.596,2446.95
5920.0, '990548',2019-08-27 11:11:21,send package,,,5.596,2446.95
5920.0, '990459',2019-08-27 11:11:21,send package,,,5.596,2446.95
5920.0, '990500'],2019-08-27 11:11:21,send package,,,5.596,2446.95
5921.0,['990573'],2019-08-27 11:23:42,pick item,,,0.166,799.0
5922.0,['990577'],2019-08-27 11:35:57,place order,,,0.966,995.0
5923.0,['990554'],2019-08-27 11:50:38,reorder item,,,0.44,476.0
5924.0,['990503',2019-08-27 11:54:11,send package,,,3.12,2490.98
5924.0, '990525',2019-08-27 11:54:11,send package,,,3.12,2490.98
5924.0, '990388',2019-08-27 11:54:11,send package,,,3.12,2490.98
5924.0, '990567',2019-08-27 11:54:11,send package,,,3.12,2490.98
5924.0, '990509'],2019-08-27 11:54:11,send package,,,3.12,2490.98
5925.0,['990567'],2019-08-27 11:57:43,pick item,,,0.188,1149.0
5926.0,['990575'],2019-08-27 12:00:35,pick item,,,0.88,89.99
5927.0,['990553',2019-08-27 12:03:39,send package,,,7.387,3058.93
5927.0, '990569',2019-08-27 12:03:39,send package,,,7.387,3058.93
5927.0, '990366',2019-08-27 12:03:39,send package,,,7.387,3058.93
5927.0, '990554',2019-08-27 12:03:39,send package,,,7.387,3058.93
5927.0, '990543',2019-08-27 12:03:39,send package,,,7.387,3058.93
5927.0, '990490',2019-08-27 12:03:39,send package,,,7.387,3058.93
5927.0, '990508'],2019-08-27 12:03:39,send package,,,7.387,3058.93
5928.0,['990515',2019-08-27 12:06:18,package delivered,,,2.369,2279.97
5928.0, '990522',2019-08-27 12:06:18,package delivered,,,2.369,2279.97
5928.0, '990540',2019-08-27 12:06:18,package delivered,,,2.369,2279.97
5928.0, '990453'],2019-08-27 12:06:18,package delivered,,,2.369,2279.97
5929.0,['990562'],2019-08-27 12:07:30,item out of stock,,,0.483,495.0
5930.0,['990500'],2019-08-27 12:12:04,pick item,,,0.98,129.99
5931.0,['990573'],2019-08-27 12:19:17,pick item,,,0.188,1149.0
5932.0,['990554'],2019-08-27 12:27:51,pick item,,,1.48,199.99
5933.0,['990490'],2019-08-27 12:31:29,pick item,,,1.48,199.99
5934.0,['990523'],2019-08-27 12:32:36,reorder item,,,0.172,699.0
5935.0,['990524'],2019-08-27 12:34:46,pick item,,,0.483,1099.0
5936.0,['990565'],2019-08-27 13:08:22,pick item,,,1.37,2500.0
5937.0,['990535'],2019-08-27 13:16:22,pay order,,,2.523,719.97
5938.0,['990576'],2019-08-27 13:21:53,confirm order,,,0.655,1803.0
5939.0,['990578'],2019-08-27 13:31:42,place order,,,4.256,5378.99
5940.0,['990571'],2019-08-27 14:09:43,pick item,,,0.28,449.0
5941.0,['990559',2019-08-27 14:09:43,create package,,,1.461,1307.99
5941.0, '990557',2019-08-27 14:09:43,create package,,,1.461,1307.99
5941.0, '990400'],2019-08-27 14:09:43,create package,,,1.461,1307.99
5942.0,['990533'],2019-08-27 14:18:49,pay order,,,3.823,514.96
5943.0,['990568'],2019-08-27 14:19:05,item out of stock,,,0.172,699.0
5944.0,['990380'],2019-08-27 14:19:39,pay order,,,1.222,1861.98
5945.0,['990574'],2019-08-27 14:20:57,confirm order,,,2.95,5534.0
5946.0,['990553',2019-08-27 14:21:17,package delivered,,,7.387,3058.93
5946.0, '990569',2019-08-27 14:21:17,package delivered,,,7.387,3058.93
5946.0, '990366',2019-08-27 14:21:17,package delivered,,,7.387,3058.93
5946.0, '990554',2019-08-27 14:21:17,package delivered,,,7.387,3058.93
5946.0, '990543',2019-08-27 14:21:17,package delivered,,,7.387,3058.93
5946.0, '990490',2019-08-27 14:21:17,package delivered,,,7.387,3058.93
5946.0, '990508'],2019-08-27 14:21:17,package delivered,,,7.387,3058.93
5947.0,['990460'],2019-08-27 14:35:32,payment reminder,,,3.13,2784.97
5948.0,['990500',2019-08-27 14:46:33,package delivered,,,2.246,3006.98
5948.0, '990548',2019-08-27 14:46:33,package delivered,,,2.246,3006.98
5948.0, '990527',2019-08-27 14:46:33,package delivered,,,2.246,3006.98
5948.0, '990448'],2019-08-27 14:46:33,package delivered,,,2.246,3006.98
5949.0,['990237',2019-08-27 14:59:54,send package,,,2.887,1622.97
5949.0, '990535',2019-08-27 14:59:54,send package,,,2.887,1622.97
5949.0, '990558'],2019-08-27 14:59:54,send package,,,2.887,1622.97
5950.0,['990578'],2019-08-27 15:01:00,pick item,,,1.37,2500.0
5951.0,['990577'],2019-08-27 15:05:19,pick item,,,0.483,495.0
5952.0,['990578'],2019-08-27 15:16:01,confirm order,,,4.256,5378.99
5953.0,['990479'],2019-08-27 15:16:19,pick item,,,1.48,199.99
5954.0,['990577',2019-08-27 15:16:19,create package,,,4.277,4152.98
5954.0, '990549',2019-08-27 15:16:19,create package,,,4.277,4152.98
5954.0, '990555',2019-08-27 15:16:19,create package,,,4.277,4152.98
5954.0, '990456',2019-08-27 15:16:19,create package,,,4.277,4152.98
5954.0, '990426'],2019-08-27 15:16:19,create package,,,4.277,4152.98
5955.0,['990552',2019-08-27 15:18:13,send package,,,3.1910000000000003,2442.97
5955.0, '990563',2019-08-27 15:18:13,send package,,,3.1910000000000003,2442.97
5955.0, '990523'],2019-08-27 15:18:13,send package,,,3.1910000000000003,2442.97
5956.0,['990552'],2019-08-27 15:21:03,pick item,,,1.28,149.99
5957.0,['990579'],2019-08-27 15:23:11,place order,,,3.265,3831.98
5958.0,['990556'],2019-08-27 15:30:04,pay order,,,2.127,2012.96
5959.0,['990550'],2019-08-27 15:38:36,reorder item,,,0.88,89.99
5960.0,['990533'],2019-08-27 15:39:06,pick item,,,1.48,199.99
5961.0,['990460'],2019-08-27 15:43:48,pay order,,,3.13,2784.97
5962.0,['990517'],2019-08-27 15:47:29,confirm order,,,3.777,8031.0
5963.0,['990521'],2019-08-27 15:49:23,reorder item,,,0.28,89.99
5964.0,['990537'],2019-08-27 15:51:36,pick item,,,1.25,2200.0
5965.0,['990521'],2019-08-27 15:52:29,reorder item,,,0.21,529.0
5966.0,['990573'],2019-08-27 16:02:27,pick item,,,0.495,129.0
5967.0,['990569'],2019-08-27 16:05:30,pick item,,,1.48,199.99
5968.0,['990555'],2019-08-27 16:10:37,pick item,,,1.28,149.99
5969.0,['990561',2019-08-27 16:10:37,create package,,,4.681,5601.98
5969.0, '990524',2019-08-27 16:10:37,create package,,,4.681,5601.98
5969.0, '990556',2019-08-27 16:10:37,create package,,,4.681,5601.98
5969.0, '990479'],2019-08-27 16:10:37,create package,,,4.681,5601.98
5970.0,['990564'],2019-08-27 16:12:04,pick item,,,0.21,529.0
5971.0,['990497'],2019-08-27 16:12:43,item out of stock,,,0.483,1099.0
5972.0,['990461'],2019-08-27 16:20:08,pay order,,,1.776,4852.0
5973.0,['990555'],2019-08-27 16:22:30,pick item,,,0.21,529.0
5974.0,['990579'],2019-08-27 16:35:12,pick item,,,1.37,2500.0
5975.0,['990516'],2019-08-27 16:49:01,reorder item,,,0.2,39.99
5976.0,['990552',2019-08-27 16:53:13,package delivered,,,3.1910000000000003,2442.97
5976.0, '990563',2019-08-27 16:53:13,package delivered,,,3.1910000000000003,2442.97
5976.0, '990523'],2019-08-27 16:53:13,package delivered,,,3.1910000000000003,2442.97
5977.0,['990514'],2019-08-27 16:55:31,pick item,,,1.37,2500.0
5978.0,['990580'],2019-08-27 17:06:09,place order,,,2.506,2015.97
5979.0,['990532',2019-08-27 17:07:16,package delivered,,,3.653,3360.98
5979.0, '990538'],2019-08-27 17:07:16,package delivered,,,3.653,3360.98
5980.0,['990566'],2019-08-27 17:09:35,confirm order,,,3.299,1861.98
5981.0,['990525'],2019-08-27 17:25:35,reorder item,,,1.48,199.99
5982.0,['990512'],2019-08-27 17:32:29,pay order,,,4.2780000000000005,6111.99
5983.0,['990578'],2019-08-27 17:37:00,item out of stock,,,1.48,199.99
5984.0,['990564'],2019-08-27 17:43:29,pick item,,,0.483,1099.0
5985.0,['990401',2019-08-27 17:57:43,package delivered,,,3.89,2529.96
5985.0, '990526',2019-08-27 17:57:43,package delivered,,,3.89,2529.96
5985.0, '990450'],2019-08-27 17:57:43,package delivered,,,3.89,2529.96
5986.0,['990581'],2019-08-27 18:32:06,place order,,,0.923,976.0
5987.0,['990572'],2019-08-27 19:46:53,pick item,,,0.172,699.0
5988.0,['990561'],2019-08-27 19:51:21,item out of stock,,,0.98,129.99
5989.0,['990578'],2019-08-27 20:19:31,item out of stock,,,0.44,476.0
5990.0,['990582'],2019-08-27 21:15:53,place order,,,1.567,2379.99
5991.0,['990565'],2019-08-27 21:41:22,pay order,,,3.09,3173.97
5992.0,['990550',2019-08-28 01:00:00,create package,,,2.389,2186.97
5992.0, '990560',2019-08-28 01:00:00,create package,,,2.389,2186.97
5992.0, '990405',2019-08-28 01:00:00,create package,,,2.389,2186.97
5992.0, '990454',2019-08-28 01:00:00,create package,,,2.389,2186.97
5992.0, '990547'],2019-08-28 01:00:00,create package,,,2.389,2186.97
5993.0,['990583'],2019-08-28 03:53:12,place order,,,3.117,2140.97
5994.0,['990579'],2019-08-28 09:30:01,pick item,,,0.21,529.0
5995.0,['990577'],2019-08-28 09:42:50,confirm order,,,0.966,995.0
5996.0,['990497'],2019-08-28 09:49:28,reorder item,,,0.483,1099.0
5997.0,['990561',2019-08-28 09:50:28,send package,,,4.681,5601.98
5997.0, '990524',2019-08-28 09:50:28,send package,,,4.681,5601.98
5997.0, '990556',2019-08-28 09:50:28,send package,,,4.681,5601.98
5997.0, '990479'],2019-08-28 09:50:28,send package,,,4.681,5601.98
5998.0,['990564'],2019-08-28 09:54:02,pick item,,,1.25,2200.0
5999.0,['990510'],2019-08-28 10:01:46,reorder item,,,0.483,79.99
6000.0,['990444'],2019-08-28 10:04:27,pay order,,,4.4110000000000005,2742.96
6001.0,['990584'],2019-08-28 10:18:18,place order,,,2.684,5037.99
6002.0,['990566'],2019-08-28 10:22:28,pick item,,,0.172,699.0
6003.0,['990573'],2019-08-28 10:30:22,item out of stock,,,1.25,2200.0
6004.0,['990584'],2019-08-28 10:35:39,confirm order,,,2.684,5037.99
6005.0,['990568'],2019-08-28 10:42:44,reorder item,,,0.172,699.0
6006.0,['990470'],2019-08-28 11:02:03,pick item,,,1.37,2500.0
6007.0,['990583'],2019-08-28 11:09:42,pick item,,,0.28,449.0
6008.0,['990550',2019-08-28 11:27:34,send package,,,2.389,2186.97
6008.0, '990560',2019-08-28 11:27:34,send package,,,2.389,2186.97
6008.0, '990405',2019-08-28 11:27:34,send package,,,2.389,2186.97
6008.0, '990454',2019-08-28 11:27:34,send package,,,2.389,2186.97
6008.0, '990547'],2019-08-28 11:27:34,send package,,,2.389,2186.97
6009.0,['990578'],2019-08-28 11:31:10,pick item,,,0.483,1099.0
6010.0,['990504',2019-08-28 11:39:36,package delivered,,,2.806,3937.98
6010.0, '990501',2019-08-28 11:39:36,package delivered,,,2.806,3937.98
6010.0, '990471',2019-08-28 11:39:36,package delivered,,,2.806,3937.98
6010.0, '990512'],2019-08-28 11:39:36,package delivered,,,2.806,3937.98
6011.0,['990585'],2019-08-28 11:56:24,place order,,,1.046,1756.0
6012.0,['990584'],2019-08-28 11:59:22,pick item,,,1.25,2200.0
6013.0,['990506'],2019-08-28 11:59:22,create package,,,0.38,29.99
6014.0,['990558'],2019-08-28 12:07:44,confirm order,,,3.3110000000000004,2150.98
6015.0,['990583'],2019-08-28 12:48:50,item out of stock,,,0.2,39.99
6016.0,['990563'],2019-08-28 12:52:28,pay order,,,0.86,1539.0
6017.0,['990458'],2019-08-28 13:33:27,payment reminder,,,4.6560000000000015,4682.97
6018.0,['990506'],2019-08-28 13:49:13,send package,,,0.38,29.99
6019.0,['990578'],2019-08-28 13:59:12,reorder item,,,0.44,476.0
6020.0,['990454'],2019-08-28 14:03:40,pay order,,,2.531,2482.98
6021.0,['990580'],2019-08-28 14:04:32,confirm order,,,2.506,2015.97
6022.0,['990586'],2019-08-28 14:12:35,place order,,,3.84,1472.96
6023.0,['990574'],2019-08-28 14:35:31,item out of stock,,,0.21,529.0
6024.0,['990478'],2019-08-28 14:49:27,pick item,,,0.166,799.0
6025.0,['990477',2019-08-28 14:49:27,create package,,,1.618,1647.99
6025.0, '990541'],2019-08-28 14:49:27,create package,,,1.618,1647.99
6026.0,['990306'],2019-08-28 14:52:41,pay order,,,1.354,1768.98
6027.0,['990550',2019-08-28 15:01:20,package delivered,,,2.389,2186.97
6027.0, '990560',2019-08-28 15:01:20,package delivered,,,2.389,2186.97
6027.0, '990405',2019-08-28 15:01:20,package delivered,,,2.389,2186.97
6027.0, '990454',2019-08-28 15:01:20,package delivered,,,2.389,2186.97
6027.0, '990547'],2019-08-28 15:01:20,package delivered,,,2.389,2186.97
6028.0,['990563'],2019-08-28 15:17:18,pick item,,,0.21,529.0
6029.0,['990503'],2019-08-28 15:28:54,pick item,,,0.483,79.99
6030.0,['990576'],2019-08-28 15:30:47,pick item,,,0.483,1099.0
6031.0,['990566'],2019-08-28 15:30:47,create package,,,1.824,1597.99
6032.0,['990547'],2019-08-28 15:34:02,pick item,,,0.44,476.0
6033.0,['990580'],2019-08-28 15:35:37,pay order,,,2.506,2015.97
6034.0,['990585'],2019-08-28 15:37:03,confirm order,,,1.046,1756.0
6035.0,['990566'],2019-08-28 15:39:27,send package,,,1.824,1597.99
6036.0,['990520'],2019-08-28 15:40:20,pick item,,,0.2,39.99
6037.0,['990582'],2019-08-28 15:41:53,pick item,,,0.21,529.0
6038.0,['990529',2019-08-28 15:41:53,create package,,,3.605,2548.98
6038.0, '990575',2019-08-28 15:41:53,create package,,,3.605,2548.98
6038.0, '990526'],2019-08-28 15:41:53,create package,,,3.605,2548.98
6039.0,['990587'],2019-08-28 15:44:58,place order,,,2.716,3524.99
6040.0,['990572'],2019-08-28 15:51:06,pick item,,,1.28,149.99
6041.0,['990554'],2019-08-28 15:54:44,pick item,,,1.28,149.99
6042.0,['990583'],2019-08-28 16:07:04,reorder item,,,0.2,39.99
6043.0,['990586'],2019-08-28 16:09:06,pick item,,,0.21,529.0
6044.0,['990567'],2019-08-28 16:18:55,pick item,,,0.483,79.99
6045.0,['990573',2019-08-28 16:18:55,create package,,,6.614,6980.96
6045.0, '990537',2019-08-28 16:18:55,create package,,,6.614,6980.96
6045.0, '990533',2019-08-28 16:18:55,create package,,,6.614,6980.96
6045.0, '990521',2019-08-28 16:18:55,create package,,,6.614,6980.96
